1,0.67997,57.607,0.59346,71.200,0.5862,15
2,0.53701,77.892,0.45549,88.800,0.8409,15
3,0.43589,87.559,0.34685,95.200,0.9362,15
4,0.34822,93.582,0.25716,97.600,0.9684,15
5,0.26584,96.355,0.17879,98.800,0.9845,15
6,0.21246,97.623,0.16539,99.200,0.9896,15
7,0.19585,98.574,0.15807,99.200,0.9896,15
8,0.19421,98.415,0.15137,99.200,0.9896,15
9,0.18345,98.811,0.14563,99.200,0.9896,15
10,0.17940,98.653,0.13962,99.200,0.9896,15
11,0.17651,98.811,0.13721,99.200,0.9896,15
12,0.17591,98.653,0.13840,99.200,0.9896,15
13,0.17390,98.415,0.13397,99.600,0.9948,14
14,0.17002,99.208,0.13658,99.200,0.9896,15
15,0.17683,98.732,0.13653,99.200,0.9896,14
16,0.16758,99.128,0.13503,99.200,0.9896,13
17,0.17336,98.891,0.13647,99.200,0.9896,12
18,0.17263,99.208,0.13500,99.200,0.9896,11
19,0.16873,99.049,0.13500,99.200,0.9896,10
20,0.17372,98.494,0.13644,99.200,0.9896,9
21,0.16696,98.653,0.13438,99.200,0.9896,8
22,0.17136,98.891,0.13367,99.200,0.9896,7
23,0.16768,99.049,0.13537,99.200,0.9896,15
24,0.16947,98.811,0.13383,99.200,0.9896,14
25,0.16712,99.128,0.13322,99.600,0.9948,13
26,0.17590,98.732,0.13496,99.200,0.9896,15
27,0.16703,98.970,0.13474,99.200,0.9896,14
28,0.17241,98.811,0.13396,99.200,0.9896,13
29,0.16401,99.366,0.13443,99.600,0.9948,12
30,0.17287,98.970,0.13694,99.200,0.9896,11
31,0.16877,99.287,0.13545,99.200,0.9896,10
32,0.17144,98.891,0.13373,99.200,0.9896,9
33,0.16672,98.732,0.13567,99.200,0.9896,8
34,0.16969,98.891,0.13995,99.200,0.9896,7
35,0.16759,99.208,0.13507,99.200,0.9896,6
36,0.17223,99.208,0.13358,99.200,0.9896,5
37,0.16902,98.732,0.13363,99.600,0.9948,4
38,0.17171,98.970,0.13403,99.200,0.9896,3
39,0.16664,98.970,0.13363,99.200,0.9896,2
40,0.16817,99.049,0.13380,99.600,0.9948,1
